RowNames;Title;URL
587;Bolsonaro explora classe média e rejeição ao PT para tentar recuperar Sudeste;https://www1.folha.uol.com.br/poder/2022/09/bolsonaro-explora-classe-media-e-rejeicao-ao-pt-para-tentar-recuperar-sudeste.shtml
588;Lula reedita 'Carta aos Evangélicos' de 2002 e marca evento com pastores;https://www1.folha.uol.com.br/poder/2022/09/lula-reedita-carta-aos-evangelicos-de-2002-e-marca-evento-com-pastores.shtml
589;Candidatos à Presidência acenam para policiais e prometem valorizar carreiras;https://www1.folha.uol.com.br/poder/2022/09/candidatos-a-presidencia-acenam-para-policiais-e-prometem-valorizar-carreiras.shtml
590;Datafolha: Eleitor de Ciro é o que mais rejeita religião na política;https://www1.folha.uol.com.br/poder/2022/09/datafolha-eleitor-de-ciro-e-o-que-mais-rejeita-religiao-na-politica.shtml
591;Aliados avaliam que Bolsonaro seguiu cartilha eleitoral no 7 de Setembro e celebram ruas cheias;https://www1.folha.uol.com.br/poder/2022/09/aliados-avaliam-que-bolsonaro-seguiu-cartilha-eleitoral-no-7-de-setembro-e-celebram-ruas-cheias.shtml
592;Retórica golpista é estratégia política de Bolsonaro, diz sociólogo;https://www1.folha.uol.com.br/poder/2022/09/retorica-golpista-e-estrategia-politica-de-bolsonaro-diz-sociologo.shtml
593;7 de Setembro é instrumentalizado como 'datapovo' em grupos bolsonaristas;https://www1.folha.uol.com.br/poder/2022/09/7-de-setembro-e-instrumentalizado-como-datapovo-em-grupos-bolsonaristas.shtml
594;Leia as íntegras comentadas dos discursos de Bolsonaro no 7 de Setembro;https://www1.folha.uol.com.br/poder/2022/09/leia-as-integras-comentadas-dos-discursos-de-bolsonaro-no-7-de-setembro.shtml
595;Lula critica uso do 7 de Setembro por Bolsonaro e cita suspeitas com compra de imóveis;https://www1.folha.uol.com.br/poder/2022/09/lula-se-fecha-no-7-de-setembro-e-campanha-ve-efeito-eleitoral-limitado-de-atos-de-bolsonaro.shtml
596;7 de Setembro no Rio tem trio pago por Malafaia e aceno de Bolsonaro a evangélicos;https://www1.folha.uol.com.br/poder/2022/09/7-de-setembro-no-rio-tem-trio-pago-por-malafaia-e-aceno-de-bolsonaro-a-evangelicos.shtml
597;Atos no 7 de Setembro pelo país incluem faixas golpistas em inglês e palanque para bolsonaristas;https://www1.folha.uol.com.br/poder/2022/09/atos-no-7-de-setembro-pelo-pais-incluem-faixas-golpistas-em-ingles-e-palanque-para-bolsonaristas.shtml
598;Simone Tebet prometeu reduzir impostos dos mais pobres, ao contrário do que sugere vídeo;https://www1.folha.uol.com.br/poder/2022/09/simone-tebet-prometeu-reduzir-impostos-dos-mais-pobres-ao-contrario-do-que-sugere-video.shtml
